Indicator	Value [MCHF/y]
CAPEX	48095.23
OPEX	4110.04
TOTEX	52205.27

Indicator	Value [ktCO2-eq/y]
GWP_construction	1379.21
GWP_op	5594.86
GWP_total	6974.07
