Indicator	Value [MCHF/y]
CAPEX	6547.18
OPEX	4630.28
TOTEX	11177.46

Indicator	Value [ktCO2-eq/y]
GWP_construction	316.18
GWP_op	27043.78
GWP_total	27359.96
