Indicator	Value [MCHF/y]
CAPEX	5599.68
OPEX	1108.97
TOTEX	6708.65

Indicator	Value [ktCO2-eq/y]
GWP_construction	338.04
GWP_op	31613.42
GWP_total	31951.46
