Indicator	Value [MCHF/y]
CAPEX	8817.03
OPEX	8011.77
TOTEX	16828.80

Indicator	Value [ktCO2-eq/y]
GWP_construction	846.46
GWP_op	28332.97
GWP_total	29179.43
