Indicator	Value [MCHF/y]
CAPEX	7084.03
OPEX	5570.70
TOTEX	12654.72

Indicator	Value [ktCO2-eq/y]
GWP_construction	760.37
GWP_op	23902.40
GWP_total	24662.77
