Indicator	Value [MCHF/y]
CAPEX	6706.90
OPEX	2977.07
TOTEX	9683.97

Indicator	Value [ktCO2-eq/y]
GWP_construction	692.09
GWP_op	19427.90
GWP_total	20120.00
