Indicator	Value [MCHF/y]
CAPEX	7466.36
OPEX	2401.99
TOTEX	9868.35

Indicator	Value [ktCO2-eq/y]
GWP_construction	505.35
GWP_op	17267.71
GWP_total	17773.06
