Indicator	Value [MCHF/y]
CAPEX	10187.20
OPEX	1100.62
TOTEX	11287.82

Indicator	Value [ktCO2-eq/y]
GWP_construction	627.48
GWP_op	632.52
GWP_total	1260.00
