Indicator	Value [MCHF/y]
CAPEX	9732.20
OPEX	965.72
TOTEX	10697.92

Indicator	Value [ktCO2-eq/y]
GWP_construction	688.53
GWP_op	1311.47
GWP_total	2000.00
