Indicator	Value [MCHF/y]
CAPEX	9902.47
OPEX	1165.86
TOTEX	11068.33

Indicator	Value [ktCO2-eq/y]
GWP_construction	580.50
GWP_op	719.50
GWP_total	1300.00
