Indicator	Value [MCHF/y]
CAPEX	7715.88
OPEX	2175.78
TOTEX	9891.66

Indicator	Value [ktCO2-eq/y]
GWP_construction	418.02
GWP_op	15454.91
GWP_total	15872.93
