Indicator	Value [MCHF/y]
CAPEX	5914.30
OPEX	4112.61
TOTEX	10026.91

Indicator	Value [ktCO2-eq/y]
GWP_construction	504.50
GWP_op	28339.06
GWP_total	28843.55
