Indicator	Value [MCHF/y]
CAPEX	6533.62
OPEX	4770.44
TOTEX	11304.06

Indicator	Value [ktCO2-eq/y]
GWP_construction	655.72
GWP_op	28451.05
GWP_total	29106.77
