Indicator	Value [MCHF/y]
CAPEX	6719.85
OPEX	3742.74
TOTEX	10462.59

Indicator	Value [ktCO2-eq/y]
GWP_construction	505.12
GWP_op	25585.24
GWP_total	26090.36
