Indicator	Value [MCHF/y]
CAPEX	8504.49
OPEX	4273.53
TOTEX	12778.02

Indicator	Value [ktCO2-eq/y]
GWP_construction	742.25
GWP_op	22699.82
GWP_total	23442.07
