Indicator	Value [MCHF/y]
CAPEX	7274.77
OPEX	6151.32
TOTEX	13426.09

Indicator	Value [ktCO2-eq/y]
GWP_construction	689.62
GWP_op	59185.46
GWP_total	59875.09
