Indicator	Value [MCHF/y]
CAPEX	6561.95
OPEX	2737.14
TOTEX	9299.10

Indicator	Value [ktCO2-eq/y]
GWP_construction	630.34
GWP_op	20787.72
GWP_total	21418.06
