Indicator	Value [MCHF/y]
CAPEX	8358.73
OPEX	3332.64
TOTEX	11691.37

Indicator	Value [ktCO2-eq/y]
GWP_construction	628.79
GWP_op	21227.86
GWP_total	21856.65
