Indicator	Value [MCHF/y]
CAPEX	6986.83
OPEX	5469.42
TOTEX	12456.25

Indicator	Value [ktCO2-eq/y]
GWP_construction	565.82
GWP_op	64725.58
GWP_total	65291.40
